product_description,product_image,product_price,product_title
" [DRIVERS WITH TRUE BASS]: The 13 mm drivers ensure you’ll never miss a shot, while the Bold Bass technology enhances the overall musical sensory experience to make these TWS headphones the greatest in the game  
 [SLAY ENEMIES WITH SKILL AND LOOK]: The POWER IMMORTAL is a one-of-a-kind case that puts equal attention on form and function by employing Open and On Tech, allowing you to connect as soon as the Buds is pulled out, allowing you to flaunt your passion for gaming in style.  
 [BRING OUT THE BEAST]: The ground breaking Gaming on the headphones provides ultra low latency of an incredible 60ms, giving you that additional fraction of a second in timing.  
 [TOUCH PADS THAT MAKE YOUR DAY]: Switch from one victory to another with ease using the provided touch controls, making our Bluetooth gaming Airpods the real wireless deal.  
 [POWER TO POWER THROUGH]: Lithium Polymer batteries power these TWS earbuds for up to 4-5 hours of continuous playback, and up to 30 hours when combined with the charging case.  
 [INTENSE AND IMMEDIATE]: The earbuds have Bluetooth 5.3, in-line Speed Sync technologies, and a range of up to 15 metres, allowing you to immediately begin streaming music from your iOS, Windows, or Android device.  ",https://m.media-amazon.com/images/I/41X1RvU3ZxL._SX300_SY300_QL70_FMwebp_.jpg,₹488,Ultra Pods Pro Air31 Wireless TWS Earbuds Charging Case Case Noise Cancelling BT 5.3 Low Latency Earphone Transparent RF Type C (Black)
 CHARGE YOUR EARBUDS BEFORE USE - Please charge your earbuds before using for first time. Your headset is shipped in power saver mode. The headset is only 10% charged. Failure to do so may cause connectivity issues.  ,https://m.media-amazon.com/images/I/31lNI3DhEgL._SX300_SY300_QL70_FMwebp_.jpg,₹699,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)"
" Powerful bass and Crisp Sound: The Electroplated 13mm drivers on MIVI DuoPods A450 TWS offer crisp highs, great mid and clear lows.  
 Swift Charge Technology: The DuoPods come with Type C charging allowing you to get 500 mins of playtime in just 10 minutes of charging. They offer 55 Hours of combined playtime on a single charge and 8.5 hours of on-bud time.  
 Call Clarity: The ear buds offer HD Call Clarity powered by AI ENC thus ensuring clear conversations even in the busiest of environments.  
 Voice Assistance: The DuoPods works perfectly with Siri and Google voice assistants effortlessly. Simply activate voice assistance via triple tap on the right earbud.  
 Design: Crafted by Mivi Design Studio, the earbuds effuse a premium dual-toned design with unique colors to match your vibe. They don't just look cool but are crafted to provide comfort when used for longer duration.  
 Made In India: From design to manufacturing, wireless Bluetooth earphones MIVI DuoPods A450 are proudly made in India. These earbuds are built locally to compete globally. Say NO to wired earphones and join the revolution of ground-breaking TWS earbuds.  ",https://m.media-amazon.com/images/I/4111XBJAL7L._SY300_SX300_.jpg,"₹1,199","Mivi DuoPods A450, True Wireless Earbuds with 13mm Rich Bass Drivers, 45 Hrs Playtime,Bluetooth 5.3, Swift Charging, HD Call Clarity with AI-ENC, Dual Color Tone, Made in India"
" Crystal-clear calls: HD mic & TruTalk AI-ENC technology that aims to improve call quality by automatic background noise reduction on voice calls | 13mm Dynamic Drivers deliver Immersive Stereo Sound.  
 Lag-free Connection: Advanced Bluetooth v5.3 with 1-Step Pairing, 10 meters Strong Wireless Connectivity & Dual-Device Pairing. 50ms low-latency modes for seamless movie and music streaming.  
 All-day Entertainment: Massive 45-hour Battery Life lets you listen Non-stop | Lightweight wireless neckband with Flexible band, Multifunction Music/Call controls, & Instant Access to Voice Assistant  
 Ergonomic In-ear Magnetic Earbuds Minimises External Noises for an Uninterrupted Listening session | Type-C Fast Charging Port DC5V-1A | IPX5 Water & Sweat Resistance  
 S/M/L Size Silicone Eartips for Comfort & Secure fit experience | 1-Year Manufacturer Warranty from the date of purchase on Manufacturing defects only  ",https://m.media-amazon.com/images/I/31RxaYUO1nL._SY300_SX300_.jpg,₹699,"pTron Newly Launched Tangent Eon In-Ear Bluetooth 5.3 Wireless Headphones, 45H Playtime, HD Mic & TruTalk AI-ENC Calls, Movie/Music Modes, Dual Device Pairing & Type-C Fast Charging & IPX5 (Dark Blue)"
" Rise, Never Fall.  
 Drivers: The powerful 12mm Bass Pro drivers, designed to deliver an immersive audio experience with deep, rich bass and crisp, clear highs  
 Battery: Unleash the freedom of extended usage with upto an astounding 30 hours of battery life. Our innovative technology ensures that you can enjoy uninterrupted music, podcasts, and calls throughout the day, without worrying about running out of power.  
 ENC: Enjoy crystal-clear conversations even in noisy environments, as the powerful mic captures your voice with remarkable clarity while Environmental Noise Cancellation (ENC) actively reduces background noise for an uninterrupted and immersive calling experience. Stay connected and communicate effortlessly with our premium audio solution.  
 Google Fast Pair: In one tap, the Redmi Buds 4 Active enables quick, effortless Bluetooth pairing with your Android* devices. You can even check to see where you last placed it.  
 Fast Charging: Designed to keep up with your active lifestyle, our Redmi Buds 4 Active offers rapid charging capabilities that get you upto 90 minutes of playback time in just 10 minutes.  
 IPX4: Designed to withstand the elements, our Redmi Buds 4 Active are built with an IPX4 rating, providing reliable protection against water splashes and sweat.  ",https://m.media-amazon.com/images/I/31JVfVoVDsL._SX300_SY300_QL70_ML2_.jpg,"₹1,399","Redmi Buds 4 Active - Bass Black, 12mm Drivers(Premium Sound Quality), Up to 30 Hours Battery Life, Google Fast Pair, IPX4, Bluetooth 5.3, ENC, Up to 60ms Low Latency Mode, App Support"
" pTron Tangent Duo Bluetooth headphones neckband delivers up to 24 hours of Music playback time on a single charge. Thanks to its fast charging, a 10min charge can provide up to 3 hours of playtime.  
 Large 13mm dynamic drivers ensure an immersive stereo sound experience with deep bass and an in-line HD microphone for a crystal-clear calling experience.  
 Attractive ergonomics with a lightweight sturdy built (just 26gms); Bluetooth headphone with mic comes with Bluetooth 5.2 for seamless 10mtrs connectivity, quick pairing, and broad compatibility.  
 Comfortable in-ear buds for snug-fit & passive noise cancellation; Magnetic locking earbuds; Instant access to the voice assistant; IPX4 water & sweat-resistant for indoor/outdoor use; Type-C Charging  
 Easy In-line music & call controls; Large capacity Built-in rechargeable 200mAh battery; 6 months manufacturer warranty from the date of purchase on manufacturing defects only  
 Caution: Using incompatible USB cable or high voltage chargers can damage the product & void the product warranty. We strongly recommend using DC5V-1A chargers & the USB cable included in the package.  ",https://m.media-amazon.com/images/I/31Jpp8pi2SL._SX300_SY300_QL70_FMwebp_.jpg,₹499,"pTron Tangent Duo Bluetooth 5.2 Wireless in Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Black/Grey)"
" Rockerz 330 Pro offers a massive playback time of up 60HRS on a single full charge  
 This neckband has our ENx technology that helps to capture your voice without background glitches and lets you be heard crystal clear over voice calls  
 With our ASAP Charge tech, the neckband can gather up to 20HRS of playtime in just 10Min of charge, Charging Time About 1 hour  
 Our boAt Signature sound shines through whenever you want to get indulged in your cherished playlists courtesy the 10mm drivers  
 The ergonomically designed neckband has magnetic earbuds that support easy storage and carry when not in use  
 You can listen to your favourite tracks in a carefree manner, courtesy the protection offered by its IPX5 marked water resistance  
 You can enjoy the advantage of dual pairing by having the neckband stay connected to two devices simultaneously, for eg: phone and laptop.  
 1 year warranty from the date of purchase.  ",https://m.media-amazon.com/images/I/31S8+vgBlgL._SY300_SX300_.jpg,"₹1,439","boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Active Black)"
" ✅Endless 100H Playtime: The Boult Curve Max bluetooth neckband sets a new standard for endurance. Elevate your audio to extraordinary heights with an astounding 100 hours of continuous playtime on a single charge.  
 ✅Dual Device Connectivity: Embrace the future of multitasking with effortless dual-device connectivity. Seamlessly switch between two devices without the need for tedious re-pairing. The Boult Curve Max bluetooth neckband ensures that you stay effortlessly connected to your digital world  
 ✅Zen Environmental Noise Cancellation Mic: Stay connected to your world, regardless of the surrounding chaos, thanks to the revolutionary Zen ENC Mic. It filters out unwanted ambient sounds, guaranteeing that your voice comes across crystal-clear during calls and video chats.  
 ✅50ms Low Latency Gaming Mode: Feel the adrenaline rush with audio precision that's second to none. The Boult Curve Max bluetooth neckband's 50ms of low latency gaming mode catapults you to the heart of the action, ensuring every sound and movement is synchronized in real-time. Say farewell to audio lag and hello to a gaming experience that's as immersive as it is responsive.  
 ✅13mm Magnetic Bass Drivers: Dive into a world of audio richness with the Boult Curve Max's 13mm Magnetic Bass Drivers. These powerful drivers produce an impressive and immersive soundscape that envelopes you in deep, resonating bass notes while maintaining the utmost clarity in the higher frequencies.  
 ✅Type-C Fast Charging: The Boult Curve Max bluetooth neckband boasts lightning-fast Type-C fast charging, delivering 24 hours of playback on just a 10-minute charge. No more waiting around for hours to enjoy your music or answer that important call – it puts convenience and speed at your fingertips.  
 ✅BT Version 5.3: Step into the next dimension of wireless connectivity with the Boult Curve Max bluetooth neckband. Featuring the latest Bluetooth 5.3 technology, it guarantees swift and stable connections that minimize dropouts. Say goodbye to frustrating interruptions during your favorite tracks or essential conversations.  ",https://m.media-amazon.com/images/I/41N7dfzXwPL._SX300_SY300_QL70_FMwebp_.jpg,₹999,"Boult Audio Curve Max Bluetooth Earphones with 100H Playtime, Clear Calling ENC Mic, Dual Device Connectivity, Lowest Latency Gaming, 13mm Bass Driver, Made in India Neckband Wireless Earphone (Black)"
" 11.2mm Dynamic Bass Boost Driver  
 24Hrs Total Playback | Type-C Charging  
 Fast Charging Supported - 20 min charge for 7hrs playback  
 Dual Device Fast Switching | Voice Assistance  
 AI ENC Noise Cancellation  ",https://m.media-amazon.com/images/I/319JT06oFdL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,499","realme Buds Wireless 2S in Ear Earphone with mic, Dual Device Switching & Type C Fast Charge & Up to 24Hrs Playtime, Bluetooth Headset Neckband (Black)"
" Comfortable Design: Beat the workday blues with music on Zeb-Thunder wireless headphone that comes in an ergonomic design a perfect fit and design for long hours use. Microphone impedance:1.2k Ω,Microphone sensitivity:-38dB ±1dB. Talk time 12 hrs  
 Soft & comfortable earcups: Listen to music, podcasts and more for long hours with soft ear cups making it super comfortable for daily wear  
 Adjustable headband: Adust your headband to your comfortable best while you work or listen to music  
 60hrs* Playback Time: Fall in love with the audio experience with 60* hours of playback time to keep you going  
 Superior Sound Quality: Magnify every speck of sound with superior sound quality on Zeb-Thunder wireless headphone  
 Call Function: Enjoy online conference, online classes, calls hands-free with a built in mic on the headphone  
 Multi Connectivity Options: Be spoilt for choice with multi-connectivity options like like BT, 3.5mm AUX input, FM and MicroSD card  
 Standby time 200 hrs  ",https://m.media-amazon.com/images/I/41K2Mbfo1mL._SY300_SX300_.jpg,₹799,"Zebronics Thunder Bluetooth 5.3 Over Ear Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice Assistant, Comfortable Earcups, Call Function (Red)"
" ✅ 48H Playtime: Enjoy an exceptional 48 hours of continuous playtime with these cutting-edge Bluetooth earbuds, ensuring your music, calls, and gaming sessions never miss a beat.  
 ✅ 4 ENC Calling Mics: Immerse yourself in crystal-clear calls with Zen Quad Mic Environmental Noise Cancellation technology. These earbuds make communication seamless, enhancing your connectivity experience.  
 ✅ 45ms Low Latency Gaming: Elevate your gaming precision with 45ms Low Latency, providing gamers with a competitive edge and ensuring a responsive and immersive gaming experience on these advanced ear buds.  
 ✅ 13mm Bass Drivers: Immerse in rich sound with 13mm Bass Drivers and BoomX Technology, delivering powerful and resonant bass for a music experience that's nothing short of extraordinary with Boult's wireless earbuds.  
 ✅ Type-C Fast Charging: Stay powered up with Lightning Boult Type-C Fast Charging, ensuring your earbuds are always ready for action. Charge swiftly and enjoy uninterrupted audio on the go. 10 Mins of charge = 100 Mins of playtime  
 ✅ Crafted in India: Proudly Made in India, these earbuds showcase local innovation and craftsmanship, offering a blend of quality and national pride that sets them apart in the Bluetooth earphones market.  
 ✅ Premium Comfort: Enjoy a customized fit with Premium Grip, providing both security and comfort during workouts or daily commutes, setting these Bluetooth earbuds apart in style and functionality.  ",https://m.media-amazon.com/images/I/3164vSpALWL._SX300_SY300_QL70_ML2_.jpg,"₹1,299","Boult Audio Newly Launched K40 True Wireless in Ear Earbuds with 48H Playtime, Clear Calling 4 Mics, 45ms Low Latency Gaming, Premium Grip, 13mm Bass Drivers, IPX5, BTv 5.3 Ear Buds TWS (Khaki Green)"
" Quick charge technology: Get 5 hours of premium stereo sound with just a 10-minute charge, with an unrivalled 50-hour total battery playtime; perfect for the time-conscious music lover  
 Immersive HD stereo sound: Engineered with precision, a built-in 5 Band EQ, customizable sound modes for a personalized listening experience, and adaptive hybrid ANC for noise-free audio  
 All-day comfort: A lightweight and ergonomic design with soft, cushioned ear cups and an adjustable headband for extended listening sessions  
 Full control at your fingertips: Navigate through your music and manage phone calls by simply tapping to play or pause, sliding to adjust volume, and swiping to change tracks or answer/end calls  
 The complete package: Includes essential accessories like a USB-C charging cable, an additional audio cable for wired use, and a padded carrying case for convenient storage and portability  ",https://m.media-amazon.com/images/I/31WKijnKQkL._SY300_SX300_.jpg,"₹15,990","Sennheiser ACCENTUM Plus Wireless Bluetooth Over Ear Headphones - Quick-Charge, 50h Battery, Adaptive Hybrid ANC, Sound Personalization and 2 Yr Warranty - Black"
" Up to 40-hour playtime: Dive into a marathon of music with an incredible 40-hour playtime.  
 Quad Mic with ENC: Experience crystal-clear calls with Quad Mic and ENC in action.  
 11mm Driver: Enjoy a powerful sound experience elevated with the precision of an 11mm driver.  
 Ultra-low latency: Enjoy lag-free communication thanks to the ultra-low latency of up to 40ms.; Instacharge: Top up your beats in just 10 minutes for a playtime of 120 minutes.  
 Model: Aud-Hdphn-Budsn1-Grn; Control Type: Media Control  ",https://m.media-amazon.com/images/I/41hpozSZASL._SY300_SX300_.jpg,"₹1,299","Noise Newly Launched Buds N1 in-Ear Truly Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency(up to 40 ms), Instacharge(10 min=120 min), BT v5.3(Forest Green)"
" Large 13mm dynamic drivers ensure Immersive stereo sound with deep bass | TruTalk AI-ENC (Environmental Noise Cancellation) technology ensures your voice is heard loud & clear on the calls  
 Enjoy a combined Playtime of up to 32 Hours with the case | Type-C Fast charging | Electroplated Compact case with Round edges which are good for grip & storage | Built-in HD mics for Stereo Calls  
 45ms Low-latency modes for Seamless Movie & Music | Bluetooth 5.3 which guarantees a fast & stable connection, 1-step pairing, low power consumption & wide compatibility with smartphones & tabs  
 Ergonomic mini true wireless stereo earbuds with precise touch-sensitive sensors. These TWS wireless buds will fit securely and comfortably in your ears (just 4gms each)  
 Stereo/mono bud capability | In-ear vacuum design for passive noise cancellation | Integrated music & Call controls | Instant voice assistant | IPX5 water-resistant | 1-Year manufacturer warranty  ",https://m.media-amazon.com/images/I/31VtuRlE1qL._SY300_SX300_.jpg,"₹1,199","pTron Zenbuds Evo TWS Earbuds, AI-TruTalk ENC Calls, 45ms Movie/Music Modes, Deep Bass, 32Hrs Playtime, Bluetooth 5.3 Headphones, IPX5 Water Resistant & Type-C Fast Charging (Black)"
" 40Hrs Playtime: Enjoy your music all day long with the Pulse XPods that offer you 40Hrs of continuous playtime.  
 Gaming Mode: Power up your gaming experience with your low latency earbuds and enjoy lag free entertainment.  
 AI ENC: An innovation for ear buds, the AI ENC technology in your XPods block the noise so that you experience unmatched clarity when on call, making them best sound quality earbuds.  
 Bluetooth v5.3: Equipped with BT version 5.3, these bluetooth earphones with mic pair easily with your device and let you experience innovative, hassle-free calling.  
 Dynamic 10mm Drivers: The 10mm drivers boost the low frequencies, providing you a deeper, dynamic bass that rules over your musical journey throughout the day and makes your XPods one of the best sound quality earbuds.  
 IPX5 Water Resistance: The Pulse XPods are water resistant earbuds and your ultimate partner in every adventure.  
 Type C Charging: The Pulse XPods support Type C fast charging.  
 Touch Control & Voice Assistance: With a simple tap, activate your voice assistant and answer calls hassle free. You can even change the music with a tap.  ",https://m.media-amazon.com/images/I/41lXQxEeEwL._SX300_SY300_QL70_FMwebp_.jpg,₹599,"beatXP Pulse XPods Bluetooth True Wireless Ear buds with 40H Playtime, Dual Mic AI ENC, Low Latency for Gaming Mode, Type C earphone with 10mm drivers, IPX5, BT 5.3, Touch Control (Black)"
" Powerful bass and Crisp Sound: The Electroplated 13mm drivers with custom amplifiers, offer deep, rich bass along with loud and crisp beats.  
 Sound and Design: MIVI DuoPods i2 TWS have been engineered to perform and crafted to impress. The Matt dual-tone finish on the buds offers a sleek look and superior sound quality making it for the best of both worlds.  
 Call Clarity: The ear buds are powered by AI-ENC to eliminate environmental noise. Now hear and be heard clearly while taking calls on the go.  
 Swift Charge Technology: The DuoPods come with Type C charging allowing you to get 500 mins of playtime in just 10 minutes of charging. They offer 45+ Hours of combined playtime on a single charge and 8.5 hours of on-bud time.  
 Sweat Resistance: With an IPX 4.0 rating, the earbuds are crafted to keep up with your intense workouts without breaking apart while the adrenaline-fueled playlist kicks in.  
 Made In India: From design to manufacturing, wireless Bluetooth earphones Mivi DuoPods I2 are proudly made in India. These earbuds are built locally to compete globally.  ",https://m.media-amazon.com/images/I/41usLC-lDlL._SX300_SY300_QL70_ML2_.jpg,₹999,"Mivi DuoPods i2 True Wireless Earbuds, 45+ Hrs Playtime, HD Call Clarity, Fast Charging, Type C, 13mm Bass Drivers, IPX 4.0 Sweat Proof, BT v5.3, Made in India Earbuds - Black"
" Zeb-bang is a bluetooth headphone with voice assistant  
 It has call function and 16hrs playback. Inline Remote : No  
 It also has foldable design and adjustable headband  
 It has controls and ports  
 Speaker impedance: 32 ohms  
 Frequency response: 20hz-20khz  
 Charging time: 1hr 30mins  ",https://m.media-amazon.com/images/I/41Ti-gFK4fL._SY300_SX300_.jpg,₹699,"Zebronics-Bang over the ear headphones with Foldable Design and Bluetooth v5.0 headphones, Providing up to 20h* Playback (Orange)"
" 12.4mm Dynamic Bass Driver  
 30dB Active Noise Cancellation  
 360° Spatial Audio Effect  
 Upto 40 Hours Total Playback with Fast-charging support of 10 min charging for 7 hours playback  
 50ms Ultra-low Latency  
 Supports Dolby Atmos  
 IP55 Dust and Water Resistance | Bluetooth 5.3 | realme Link App Connectivity (only for Android)  ",https://m.media-amazon.com/images/I/31tfvwSE0HL._SX300_SY300_QL70_FMwebp_.jpg,"₹2,299","realme Buds T300 Truly Wireless in-Ear Earbuds with 30dB ANC, 360° Spatial Audio Effect, 12.4mm Dynamic Bass Boost Driver with Dolby Atmos Support, Upto 40Hrs Battery and Fast Charging (Dome Green)"
" pTron Tangent Duo Bluetooth headphones neckband delivers up to 24 hours of Music playback time on a single charge. Thanks to its fast charging, a 10min charge can provide up to 3 hours of playtime.  
 Large 13mm dynamic drivers ensure an immersive stereo sound experience with deep bass and an in-line HD microphone for a crystal-clear calling experience.  
 Attractive ergonomics with a lightweight sturdy built (just 26gms); Bluetooth headphone with mic comes with Bluetooth 5.2 for seamless 10mtrs connectivity, quick pairing, and broad compatibility.  
 Comfortable in-ear buds for snug-fit & passive noise cancellation; Magnetic locking earbuds; Instant access to the voice assistant; IPX4 water & sweat-resistant for indoor/outdoor use; Type-C Charging  
 Easy In-line music & call controls; Large capacity Built-in rechargeable 200mAh battery; 6 months manufacturer warranty from the date of purchase on manufacturing defects only  
 Caution: Using incompatible USB cable or high voltage chargers can damage the product & void the product warranty. We strongly recommend using DC5V-1A chargers & the USB cable included in the package.  ",https://m.media-amazon.com/images/I/41AHGF9uhrL._SX300_SY300_QL70_ML2_.jpg,₹499,"pTron Tangent Duo Bluetooth 5.2 Wireless in Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Black/Blue)"
" Active Noise Cancellation (up to 25 dB): Immerse yourself in pure audio bliss and focus on your music without any distractions.  
 Up to 45-hour playtime: Listen to your favorite music or podcasts all day long without worrying about running out of power.  
 Quad mic with ENC: Experience crystal-clear calls and exceptional voice quality with quad mic & Environmental Noise Control. This ensures that your voice is heard loud and clear during phone conversations or virtual meetings.  
 InstachargeTM (10 min charge = 180 min playtime): Never be without your music, thanks to our instant charging technology that allows you to power up faster.  
 Low latency (up to 50ms): Stay in sync with your audio and enjoy a seamless gaming experience.  
 13mm driver: Get ready for a premium audio experience that brings your music to life.  ",https://m.media-amazon.com/images/I/31Gz0HntpeL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,599","Noise Buds VS104 Max Truly Wireless in-Ear Earbuds with ANC(Up to 25dB),Up to 45H Playtime, Quad Mic with ENC, Instacharge(10 min=180 min), 13mm Driver, BT v5.3 (Rose Gold)"
" Bass Boost: Feel the deep, resonating beats with our bass boost feature, adding richness and depth to your favorite tracks and gaming sessions.  
 Hi-fi Audio: Indulge in crystal-clear, high-fidelity audio that brings out every detail, ensuring an immersive listening experience that elevates your music and gaming.  
 Balanced Sound: Enjoy a harmonious blend of treble, midrange, and bass frequencies for a well-rounded sound signature that caters to all music genres and multimedia.  
 1.2 Meter Cable: With a generous 1.2-meter cable length, you get the freedom to move around without feeling restricted, perfect for gaming or listening on-the-go.  
 Built-in Microphone: Stay connected with hands-free calls thanks to the built-in microphone, ensuring clear and crisp voice quality for all your conversations.  
 In-line Controls: Easily manage your music and calls with intuitive in-line controls, giving you quick access to volume, play/pause, and call functions without reaching for your device.  
 Non-removable (Fixed) Earbuds: Designed for durability and a secure fit, the non-removable earbuds ensure they stay in place during all your activities without the risk of falling out.  ",https://m.media-amazon.com/images/I/21F3BDT6AmL._SX300_SY300_QL70_ML2_.jpg,₹399,"Vatural™ in-Ear Wired Headphones | 3.5mm Audio Jack | Bass Boost | Balanced Audio | Clear Sound for Games, Movies, Music, Calls | Supports Multiple Devices (Black)"
" ✅ 40 Hours Playtime: Immerse yourself in an impressive 40-hour musical journey with the Boult ZCharge, establishing new benchmarks in Bluetooth earphones for sustained audio excellence.  
 ✅ ENC Mic: Redefine your communication experience with the Zen Environmental Noise Cancellation Calling Mic, ensuring unparalleled call clarity on these advanced neckband earphones.  
 ✅ Dual Device Connectivity: Revel in the convenience of Dual Device Connectivity, seamlessly connecting with two devices with these versatile Bluetooth neckband earphones.  
 ✅ 14.2mm Bass Drivers: Immerse yourself in thumping beats with the Premium Bass Drivers, delivering deep, resonant bass that elevates your music experience on these cutting-edge neckband earphones.  
 ✅ Type-C Fast Charging: Embrace the future with Lightning Boult Fast Charging – a mere 10-minute charge equals 15 Hours of charge, ensuring your Bluetooth neckband is always ready for action.  
 ✅ Inline Control: Take command with Inline Control Buttons for music and calls, providing a user-friendly experience that enhances the usability of these advanced neckband earphones.  
 ✅ Premium Finish: Immerse yourself in the contemporary aesthetic of the Boult ZCharge, showcasing a cutting-edge design that complements your style in the realm of neckband earphones.  ",https://m.media-amazon.com/images/I/31Sc51U7hUL._SY300_SX300_.jpg,"₹1,099","Boult Audio ZCharge Bluetooth Earphones with 40H Playtime, Dual Pairing Neckband, Zen™ ENC Mic, Type-C Fast Charging (10Mins=15Hrs), Biggest 14.2mm Bass Driver IPX5 Premium Silicone Neck Band (Red)"
" TIME-PROVEN SOUND QUALITY. With powerful 40mm drivers and exceptional acoustics, Hesh ANC features audio quality that has been refined over four generations of constant improvement. The clear, rich soundâcombined with active noise cancelingâdelivers the kind of captivating audio experience that youâd expect for twice the price.  
 BATTERY TO LISTEN ON AND ON. We know: Itâs hard to remember to plug in all the devices you have in your life. Thatâs why Hesh ANC features a long-lasting 22 hours of battery life. Plus, whenever you get low, the Rapid Charge feature gives you 3 hours of listening time on just a 10-minute charge.  
 MORE NOISE CANCELING, LESS FLEXING. Plenty of people drop a lot of coin to flex that they can afford noise-canceling headphones. Hesh ANC is for the rest of us. For those of us more concerned with sharing a great playlist than showing off our status. But donât think youâre compromising: Hesh ANC delivers a 4-mic, digital active noise canceling experience that rivals anything out there.  
 AMBIENT MODE: YOUR BUTTON TO THE WORLD. Noise-canceling headphones are ideal for blocking out the world around you. But sometimes, you need to tune into your surroundings. Thatâs why weâve designed Hesh ANC with Ambient Mode. Two quick presses of a button let you hear everything around you. Even have a conversation. When youâre done, just double press again to block out the noise.  ",https://m.media-amazon.com/images/I/418Fkq3q+yL._SY300_SX300_.jpg,"₹8,499",Skullcandy Hesh ANC Bluetooth Wireless Over-Ear Headphones with Mic (Black)
" Playback- The wireless neckband offers a total playtime of up to 60 hours on a single charge via Type C interface at 60% volume.  
 EQ Modes- It’s time to up the game and switch to Rockerz 255 Max wireless neckband that comes equipped with three EQ modes; Signature, Balanced and Pop to suit different genres of playback.  
 Power- The magnetic earbuds help the neckband to power on/off seamlessly; simply separate them to turn on the device while unite them to turn it off.  
 Clear Voice Calls- Our ENx technology lets you be heard crystal clear over voice calls regardless of whether you’re indoors or outdoors.  
 Low Latency- With our low latency BEAST Mode, this neckband delivers a matchless experience whether you are enjoying your gaming or binge-watch sessions.  
 ASAP Charge - Courtesy our ASAP Charge tech, the device can fetch a total playtime of up to 10 hours in just 10 min of charging.  
 Textured Finish- This neckband offers the best of style and comfort with textured finish and ergonomic industrial design.  
 Connectivity- The device offers a top-notch connectivity every time with its BT v5.3 and it also comes with boAt Fast Pair.  ",https://m.media-amazon.com/images/I/31aieQYTaML._SY300_SX300_.jpg,₹999,"boAt Rockerz 255 Max in Ear Earphones with 60H Playtime,Eq Modes,Power Magnetic Earbuds,Beast Mode,Enx Tech,ASAP Charge(10 Mins=10 Hrs),Textured Finish,Dual Pair(Stunning Black),Bluetooth"
" Active Noise Cancellation- Say adios to the chaos with Active Noise Cancellation feature and elevate the vibe to a whole new level of pleasure with Nirvanaa 751ANC, delivering up to 33dB Hybrid ANC.  
 Battery Time- Stay connected to your playlist for mammoth durations, every day with up to 54 hours of playtime in ANC mode and up to 65 hours in normal playback mode.  
 ASAP Charge- his headphone comes equipped with our ASAP Charge technology that helps it garner 10 hours of playtime in just 10 min of charge.  
 Driver Size- Exhilarate your senses with crystal clear sound reproduction via 40mm drivers, delivering you the boAt immersive experience.  
 Ambient Mode- It comes equipped with Ambient Sound Mode that lets the listener stay aware of the sounds in the ambience even while the playback is on.  
 Ergonomic Design- Max out each session with raw bliss that is offered by its ergonomically crafted over-ear design and adaptive, luxurious earcups.  
 Integrated Controls- Its easy to access controls helps you in controlling playback, wake up default voice assistant and attend calls with ease.  ",https://m.media-amazon.com/images/I/31r9el8JroL._SX300_SY300_QL70_FMwebp_.jpg,"₹4,499","boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Silver Sterling)"
" JBL SIGNATURE SOUND: 40mm Drivers deliver JBL Signature Sound punctuated with Bass thats Deep and Powerful  
 50 HOURS PLAYTIME: With the Tune 710BT headphones, enjoy Wireless music nonstop for upto 50 Hrs; QUICK CHARGING: Charging your headphones for 5 min will provide you an additional 3 Hours Playtime.  
 WIRELESS BLUETOOTH STREAMING: Powered by Bluetooth 5.0, Wirlessly Stream High Quality Music without any Messy Cords.  
 MULTI POINT CONNECTIVITY: Enables you to Dual pair upto 2 Devices with your Tune 710BT headphones and effortlessly switch between the two devices.  
 Model: Jblt710btblu; Control Type: Voice Control  ",https://m.media-amazon.com/images/I/31GmeXn4nmL._SY300_SX300_.jpg,"₹4,999","JBL Tune 710BT by Harman, 50 Hours Playtime with Quick Charging Wireless Over Ear Headphones with Mic, Dual Pairing, AUX & Voice Assistant Support for Mobile Phones (Blue)"
